"SampleName","SampleType","Position","MethodName","MethodPath","SamplePath","DataName","Type","Dilution","Volume","Size","QuantWeight","TotalWeight","Date","Q.P.Etizolam","PA","Q.P.IS","I.S.PA","File","ratio","ValuesPositive","CorrectedConcentration","ConcentrationMg","SampleTotal","EtizolamPercentage","TotalEtizolam"
"MeOH + Bupivacaine BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114048,"Blank",NA,NA,NA,NA,NA,"220114",390.636,NA,390.636,5695669.38376559,"220114048.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Std","Check Standard",26,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114049,"Sample",NA,NA,NA,NA,NA,"220114",614.655,2569459.39129998,390.651,6279352.10824015,"220114049.csv",0.409191799887791,41.9182273937959,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114050,"Blank",NA,NA,NA,NA,NA,"220114",390.651,NA,390.651,6315181.59047964,"220114050.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Std","Check Standard",27,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114051,"Sample",NA,NA,NA,NA,NA,"220114",616.9332,14088947.3541241,390.64398,7304803.64979206,"220114051.csv",1.9287236220956,132.131031157544,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114052,"Blank",NA,NA,NA,NA,NA,"220114",390.64398,NA,390.64398,6476131.35259507,"220114052.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Std","Check Standard",27,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114053,"Sample",NA,NA,NA,NA,NA,"220114",616.935,13761245.9816621,390.64602,6644147.01348303,"220114053.csv",2.07118324650798,140.1267011198,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114054,"Blank",NA,NA,NA,NA,NA,"220114",390.64002,NA,390.64002,6127273.89446275,"220114054.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Std","Check Standard",27,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114055,"Sample",NA,NA,NA,NA,NA,"220114",616.65,13341740.2008125,390.64602,6472024.59872149,"220114055.csv",2.0614476965134,139.582540232894,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114056,"Blank",NA,NA,NA,NA,NA,"220114",390.64902,NA,390.64902,6511876.85697369,"220114056.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Std","Check Standard",28,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114057,"Sample",NA,NA,NA,NA,NA,"220114",614.9322,2730994.11489999,390.64302,6419515.92948173,"220114057.csv",0.425420568295166,42.9350715837226,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114058,"Blank",NA,NA,NA,NA,NA,"220114",390.657,NA,390.657,5940449.22513212,"220114058.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Std","Check Standard",28,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114059,"Sample",NA,NA,NA,NA,NA,"220114",614.6502,2531138.03669998,390.64698,5883609.27119214,"220114059.csv",0.430201585461014,43.2343906453939,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114060,"Blank",NA,NA,NA,NA,NA,"220114",390.639,NA,390.639,6273603.05276799,"220114060.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Std","Check Standard",28,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114061,"Sample",NA,NA,NA,NA,NA,"220114",614.922,2437910.26440001,390.633,6164817.22854785,"220114061.csv",0.395455400220238,41.0565421927069,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114062,"Blank",NA,NA,NA,NA,NA,"220114",390.64098,NA,390.64098,6311449.6785626,"220114062.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Std","Check Standard",29,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114063,"Sample",NA,NA,NA,NA,NA,"220114",616.9338,13742659.6441312,390.645,6393204.50252618,"220114063.csv",2.1495729784181,144.496340126882,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114064,"Blank",NA,NA,NA,NA,NA,"220114",390.65202,NA,390.65202,5937696.63179011,"220114064.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Std","Check Standard",29,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114065,"Sample",NA,NA,NA,NA,NA,"220114",616.641,13491633.4899549,390.63798,6835295.42492997,"220114065.csv",1.97381863565804,134.669733310777,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114066,"Blank",NA,NA,NA,NA,NA,"220114",390.642,NA,390.642,6134088.61241994,"220114066.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Std","Check Standard",29,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22JAN",220114067,"Sample",NA,NA,NA,NA,NA,"220114",616.647,12853148.4816999,390.64398,6316754.15070995,"220114067.csv",2.03477105092895,138.089785956753,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204003,"Blank",NA,NA,NA,NA,NA,"220204",390.92802,NA,390.92802,5941119.69710001,"220204003.csv",NA,NA,NA,NA,NA,NA,NA
"25ug/mL Etizolam","Cal",2,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204004,"Cal",NA,NA,NA,NA,NA,"220204",613.7922,490707.659299999,390.64602,5880664.03016349,"220204004.csv",0.0834442601690947,31.9182479974902,NA,NA,NA,NA,NA
"50ug/mL Etizolam","Cal",3,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204005,"Cal",NA,NA,NA,NA,NA,"220204",614.6418,1816000.54740001,390.639,6185602.54402163,"220204005.csv",0.293585068629275,46.550009994708,NA,NA,NA,NA,NA
"75ug/mL Etizolam","Cal",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204006,"Cal",NA,NA,NA,NA,NA,"220204",615.213,3768400.15499998,390.63798,6312093.63810808,"220204006.csv",0.597012714172833,66.3727342719524,NA,NA,NA,NA,NA
"100ug/mL Etizolam","Cal",5,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204007,"Cal",NA,NA,NA,NA,NA,"220204",615.7812,7578365.80659993,390.63498,6315026.33342986,"220204007.csv",1.20005292242129,102.196620149149,NA,NA,NA,NA,NA
"150ug/mL Etizolam","Cal",6,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204008,"Cal",NA,NA,NA,NA,NA,"220204",616.65,14111353.4905999,390.64698,6527248.2930387,"220204008.csv",2.16191461655437,152.317196083647,NA,NA,NA,NA,NA
"200ug/mL Etizolam","Cal",7,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204009,"Cal",NA,NA,NA,NA,NA,"220204",617.5062,21123472.3041985,390.645,6489579.81684184,"220204009.csv",3.25498304980834,202.154288537166,NA,NA,NA,NA,NA
"250ug/mL Etizolam","Cal",8,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204010,"Cal",NA,NA,NA,NA,NA,"220204",618.0822,28835583.2514705,390.64998,6567305.01701997,"220204010.csv",4.39077874055485,248.384977413178,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204011,"Blank",NA,NA,NA,NA,NA,"220204",390.64098,NA,390.64098,6488192.98494387,"220204011.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",9,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204012,"Sample",NA,NA,NA,NA,NA,"220204",614.3622,1531561.48619999,390.645,6371280.45438188,"220204012.csv",0.240385193708849,42.9220366339788,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204013,"Blank",NA,NA,NA,NA,NA,"220204",390.66498,NA,390.66498,6050884.83122398,"220204013.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",9,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204014,"Sample",NA,NA,NA,NA,NA,"220204",614.3682,1403953.34930001,390.64998,6247078.34056184,"220204014.csv",0.224737592961535,41.8454719912289,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204015,"Blank",NA,NA,NA,NA,NA,"220204",390.64998,NA,390.64998,6190988.57890528,"220204015.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",9,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204016,"Sample",NA,NA,NA,NA,NA,"220204",614.355,1280317.20610001,390.63702,6189181.13959464,"220204016.csv",0.20686374775967,40.6103519263019,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204017,"Blank",NA,NA,NA,NA,NA,"220204",390.63702,NA,390.63702,5874974.01623824,"220204017.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Standard","Check Standard",10,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204018,"Sample",NA,NA,NA,NA,NA,"220204",616.353,9772510.99550269,390.63498,6158823.29746991,"220204018.csv",1.58674969608518,123.220937487762,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204019,"Blank",NA,NA,NA,NA,NA,"220204",390.64302,NA,390.64302,6125343.1831758,"220204019.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Standard","Check Standard",10,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204020,"Sample",NA,NA,NA,NA,NA,"220204",616.3662,8948929.08389993,390.64902,6276003.70609996,"220204020.csv",1.42589608020818,114.634758585629,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204021,"Blank",NA,NA,NA,NA,NA,"220204",390.64002,NA,390.64002,6159675.38251293,"220204021.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Standard","Check Standard",10,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204022,"Sample",NA,NA,NA,NA,NA,"220204",616.3638,10534477.0169,390.64698,6380290.55853604,"220204022.csv",1.65109675182522,126.596585634068,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204023,"Blank",NA,NA,NA,NA,NA,"220204",390.64098,NA,390.64098,6076235.96085003,"220204023.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204024,"Sample",NA,NA,NA,NA,NA,"220204",614.3532,1105395.705,390.636,6068988.7374299,"220204024.csv",0.182138368157215,38.8921580773477,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204025,"Blank",NA,NA,NA,NA,NA,"220204",390.63402,NA,390.63402,5893297.32854458,"220204025.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204026,"Sample",NA,NA,NA,NA,NA,"220204",614.3628,1163013.126,390.64602,5747182.84100679,"220204026.csv",0.202362297872581,40.298377461533,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204027,"Blank",NA,NA,NA,NA,NA,"220204",390.63798,NA,390.63798,5994467.48030994,"220204027.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204028,"Sample",NA,NA,NA,NA,NA,"220204",614.355,1173627.13890001,390.63702,5701678.16287437,"220204028.csv",0.205838896088858,40.539356768421,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204029,"Blank",NA,NA,NA,NA,NA,"220204",390.64602,NA,390.64602,5743800.17466478,"220204029.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Standard","Check Standard",12,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204030,"Sample",NA,NA,NA,NA,NA,"220204",616.0728,8125274.54289995,390.642,5828160.31873639,"220204030.csv",1.39414053466903,112.913710712491,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204031,"Blank",NA,NA,NA,NA,NA,"220204",390.64602,NA,390.64602,5833344.60453993,"220204031.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Standard","Check Standard",12,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204032,"Sample",NA,NA,NA,NA,NA,"220204",616.3572,8845762.77739999,390.639,5759410.46483013,"220204032.csv",1.53587990149629,120.52880033051,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204033,"Blank",NA,NA,NA,NA,NA,"220204",390.648,NA,390.648,5953793.05139731,"220204033.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Standard","Check Standard",12,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220204034,"Sample",NA,NA,NA,NA,NA,"220204",616.365,8784471.51760006,390.648,5653731.92176625,"220204034.csv",1.55374744313235,121.476788680044,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207001,"Blank",NA,NA,NA,NA,NA,"220207",390.93198,NA,390.93198,4662693.50775005,"220207001.csv",NA,NA,NA,NA,NA,NA,NA
"25ug/mL Etizolam","Cal",2,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207002,"Cal",NA,NA,NA,NA,NA,"220207",613.494,317793.262369172,390.63402,5225819.73636994,"220207002.csv",0.0608121363539271,30.9476094212583,NA,NA,NA,NA,NA
"50ug/mL Etizolam","Cal",3,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207003,"Cal",NA,NA,NA,NA,NA,"220207",614.3622,1530092.45863992,390.645,5552072.67565718,"220207003.csv",0.275589414625018,49.6104474291561,NA,NA,NA,NA,NA
"75ug/mL Etizolam","Cal",4,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207004,"Cal",NA,NA,NA,NA,NA,"220207",614.9592,2613299.48510002,390.67002,5044399.73228002,"220207004.csv",0.518059555902568,68.9107844173274,NA,NA,NA,NA,NA
"100ug/mL Etizolam","Cal",5,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207005,"Cal",NA,NA,NA,NA,NA,"220207",615.5052,5241982.35369997,390.645,5730812.88791005,"220207005.csv",0.914701361958382,97.4617125424218,NA,NA,NA,NA,NA
"150ug/mL Etizolam","Cal",6,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207006,"Cal",NA,NA,NA,NA,NA,"220207",616.362,10192977.4566291,390.645,5824792.18514007,"220207006.csv",1.74992980567323,149.259692771481,NA,NA,NA,NA,NA
"200ug/mL Etizolam","Cal",7,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207007,"Cal",NA,NA,NA,NA,NA,"220207",617.22,17488679.2581002,390.645,6108773.72514993,"220207007.csv",2.86287887634453,207.297576104186,NA,NA,NA,NA,NA
"250ug/mL Etizolam","Cal",8,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207008,"Cal",NA,NA,NA,NA,NA,"220207",617.787,23096709.0405938,390.64098,6204428.31196504,"220207008.csv",3.72261679549952,246.590279741755,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207009,"Blank",NA,NA,NA,NA,NA,"220207",390.64002,NA,390.64002,6228583.94455986,"220207009.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",9,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207010,"Sample",NA,NA,NA,NA,NA,"220207",614.073,1214644.22460479,390.64098,6159891.89387398,"220207010.csv",0.197185964547974,42.9901325859436,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207011,"Blank",NA,NA,NA,NA,NA,"220207",390.64398,NA,390.64398,5840221.79626771,"220207011.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",9,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207012,"Sample",NA,NA,NA,NA,NA,"220207",614.364,1070027.23164163,390.64602,5929101.39562011,"220207012.csv",0.180470388385004,41.551486035412,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207013,"Blank",NA,NA,NA,NA,NA,"220207",390.64998,NA,390.64998,5481143.09852819,"220207013.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",9,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207014,"Sample",NA,NA,NA,NA,NA,"220207",614.3568,1060378.73040001,390.639,5866911.23995239,"220207014.csv",0.180738839745702,41.5746690955442,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207015,"Blank",NA,NA,NA,NA,NA,"220207",390.636,NA,390.636,5821842.22626919,"220207015.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Standard","Check Standard",10,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207016,"Sample",NA,NA,NA,NA,NA,"220207",616.0728,7782093.1853,390.64098,5779017.76631766,"220207016.csv",1.34661174268351,125.395865743498,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207017,"Blank",NA,NA,NA,NA,NA,"220207",390.63702,NA,390.63702,5648527.89031005,"220207017.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Standard","Check Standard",10,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207018,"Sample",NA,NA,NA,NA,NA,"220207",616.3632,8037099.93490007,390.645,5977420.47116745,"220207018.csv",1.34457664031962,125.270507801309,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207019,"Blank",NA,NA,NA,NA,NA,"220207",390.642,NA,390.642,5925460.10009994,"220207019.csv",NA,NA,NA,NA,NA,NA,NA
"125ug/mL Check Standard","Check Standard",10,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207020,"Sample",NA,NA,NA,NA,NA,"220207",616.3518,8369597.93120003,390.63498,5716924.61335506,"220207020.csv",1.46400355037885,132.53811835367,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207021,"Blank",NA,NA,NA,NA,NA,"220207",390.64698,NA,390.64698,5822420.26802217,"220207021.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207022,"Sample",NA,NA,NA,NA,NA,"220207",614.3682,1130926.25890001,390.651,5584894.85588964,"220207022.csv",0.202497323240987,43.4452005715444,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207023,"Blank",NA,NA,NA,NA,NA,"220207",390.64098,NA,390.64098,5436000.34737037,"220207023.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207024,"Sample",NA,NA,NA,NA,NA,"220207",614.3592,1106576.9059,390.642,5618064.05174001,"220207024.csv",0.196967655710026,42.9714071454197,NA,NA,NA,NA,NA
"MeOH + Bupivacaine BLK","Blank",1,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207025,"Blank",NA,NA,NA,NA,NA,"220207",390.63402,NA,390.63402,5464389.99752494,"220207025.csv",NA,NA,NA,NA,NA,NA,NA
"40ug/mL Check Standard","Check Standard",11,"D:\MassHunter\GCMS\1\methods","benzodiazepines_GCMS_10split_2022.M","D:\MassHunter\GCMS\1\data\Victoria Marland\22FEB",220207026,"Sample",NA,NA,NA,NA,NA,"220207",614.0808,850684.518999994,390.64998,5642416.52783007,"220207026.csv",0.1507659909197,38.9701276187011,NA,NA,NA,NA,NA
